Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,,,,,,,,,
"Wilkin H.A., Valente T.W., Murphy S., Cody M.J., Huang G., Beck V.",19639394300;7006256070;35613807200;7006405435;55771159800;7003765685;,Does entertainment-education work with Latinos in the United States? Identification and the effects of a telenovela breast cancer storyline,2007,Journal of Health Communication,12,5,,455,469,,94,10.1080/10810730701438690,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548062921&doi=10.1080%2f10810730701438690&partnerID=40&md5=7d0610ef7ef4266664473546a854f17f,"Department of Communication, Georgia State University, Atlanta, GA, United States; Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States; Annenberg School for Communication, University of Southern California, Los Angeles, CA, United States; Hollywood, Health and Society, Norman Lear Center, University of Southern California, Los Angeles, CA, United States; Department of Communication, Georgia State University, P.O. Box 4000, Atlanta, GA 30302-4000, United States","Wilkin, H.A., Department of Communication, Georgia State University, Atlanta, GA, United States, Department of Communication, Georgia State University, P.O. Box 4000, Atlanta, GA 30302-4000, United States; Valente, T.W., Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States; Murphy, S., Annenberg School for Communication, University of Southern California, Los Angeles, CA, United States; Cody, M.J., Annenberg School for Communication, University of Southern California, Los Angeles, CA, United States; Huang, G., Hollywood, Health and Society, Norman Lear Center, University of Southern California, Los Angeles, CA, United States; Beck, V., Hollywood, Health and Society, Norman Lear Center, University of Southern California, Los Angeles, CA, United States","This article examines the proposition that a popular form of entertainment, the telenovela, can educate Spanish-speaking viewers in the United States if accurate health information is presented in a dramatic, narrative format. Health professionals consulted on a breast cancer storyline in a Spanish-language telenovela, Ladrón de Corazones, and the impact on viewers' knowledge and behavioral intentions were assessed using three methods. First, an analysis of call attempts to 1-800-4-CANCER demonstrated a significant increase in calls when a PSA featuring the number aired during the program. Second, a nationwide telephone survey indicated that viewers, especially those who identify with Spanish-language television characters, gained specific knowledge from viewing the story and that male viewers were significantly more likely to recommend that women have a mammogram. Third, these trends were confirmed and further explored using focus groups of Ladrón viewers. Implications for educating viewers using dramatic serials in the United States are discussed. Copyright © Taylor & Francis Group, LLC.",,"adult; article; breast cancer; female; health behavior; health education; health practitioner; health survey; Hispanic; human; information dissemination; knowledge; language; learning; male; mammography; medical information; priority journal; telephone; television; United States; Breast Neoplasms; Female; Focus Groups; Health Education; Health Knowledge, Attitudes, Practice; Health Promotion; Health Surveys; Hispanic Americans; Humans; Mammography; Program Evaluation; Social Marketing; Television; United States","Centers for Disease Control and Prevention, CDC; National Cancer Institute, NCI","The authors recognize the contributions of Milagros Carrasquillo, senior vice president, Research Telemundo Network, Inc., and Linda Slan, M.S., public health advisor, Cancer Information Service, National Cancer Institute, in making this entertainment-education study possible. Funding for the project described in this article came from the National Cancer Institute, Centers for Disease Control, and Telemundo Network.",,,,,,,,,,,,,,,,,,,"Wilkin, H.A.; Department of Communication, P.O. Box 4000, Atlanta, GA 30302-4000, United States; email: hwilkin@gsu.edu",,,10810730,,,17710596,English,J. Health Commun.,Article,Final,,Scopus,2-s2.0-34548062921
Badui-Quesada H.,57208569466;,Notes for an imaginary library: Heritage value and legal status of the Bernaldo Mendel and Nicolas Gomez Dávila libraries [Apuntes para una biblioteca imaginaria: Valor patrimonial y situación legal de las bibliotecas de Bernardo Mendel y Nicolás Gómez Dávila],2007,Revista Interamericana de Bibliotecologia,30,1,,167,184,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065140409&partnerID=40&md5=a89f20c9b93b9b3b6c72bb430207a519,"Universidad Nacional de Colombia, Temporales del Museo de Arte de la Universidad Nacional de Colombia, Bogotá, Colombia","Badui-Quesada, H., Universidad Nacional de Colombia, Temporales del Museo de Arte de la Universidad Nacional de Colombia, Bogotá, Colombia","This article delves into the history of the private libraries of Bernardo Mendel y Nicolás Gómez Dávila. In the first part, the author analyzes the role that the creation of private libraries and their later transfer to the state-whether by donation or acquisition-has played in the consolidation of the major Colombian public libraries. Next is the case of the library of Bernardo Mendel, its creation, the richness of its specialized holdings in Latin American history, and its later sale to the Lilly Library of Indiana University in the United States. Next to be analyzed is the case of the library of the Colombian philosopher Nicolás Gómez Dávila which, as opposed to the previous example, continues in Colombia and is maintained by his children in Bogotá. The historical value of this library is examined, along with the pressing need for the state and the nation to acquire it through joint initiatives, with the purpose of attaching it to one of the state supported bibliographic collections. Finally, this article proposes legal and social action necessary to preserve the bibliographical and cultural legacy that these private libraries represent for Colombia. © 2007 Escuela Interamericana de Bibliotecologia. All rights reserved.",Bernardo Mendel; Bibliographical heritage; Cultural heritage; Nicolás Gómez Dávila; Private libraries,,,,,,,,,,,,,,,,,,,,,,"Badui-Quesada, H.; Universidad Nacional de Colombia, Colombia; email: halimbadawi22@gmail.com",,Escuela Interamericana de Bibliotecologia,1200976,,,,Spanish,Rev. Interam. Bibl.,Article,Final,,Scopus,2-s2.0-85065140409
"Jaramillo O., Patiño J.D.M.",55764541600;57208564942;,The public library and Information and Communication Technology (TIC): A necessary relationship. [La biblioteca pública y las Tecnologías de la Información y las Comunicaciones (TIC): Una relación necesaria],2007,Revista Interamericana de Bibliotecologia,30,1,,15,50,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065120586&partnerID=40&md5=9828cacb62e35460b2b0da0f19f16703,"Escuela Interamericana de Bibliotecología, Coordinadora del Grupo de Investigación en Biblioteca Pública, Universidad de Antioquia, Medellín, Colombia; Escuela Interamericana de Bibliotecología, Miembro del Grupo de Investigación en Biblioteca Pública, Universidad de Antioquia, Medellín, Colombia","Jaramillo, O., Escuela Interamericana de Bibliotecología, Coordinadora del Grupo de Investigación en Biblioteca Pública, Universidad de Antioquia, Medellín, Colombia; Patiño, J.D.M., Escuela Interamericana de Bibliotecología, Miembro del Grupo de Investigación en Biblioteca Pública, Universidad de Antioquia, Medellín, Colombia","This article presents the results of a research study on the incorporation and use of TIC (Information and Communication Technology) in technical operations in public libraries in the cities of Medellín, Colombia, and Colima, Mexico (although this article concentrates solely on the case of Medellín). It begins with a reflection on the necessity and advisability of analyzing the role of TIC in this information agency. To meet this objective, the study assumed a quantitative focus with qualitative elements, based upon a theoretical framework developed by means of previously established variables and the use of a survey as a primary technique for the generation of information. Nevertheless, the quantitative data were complemented by qualitative data which were obtained by means of a workshop with a focal group which made it possible to corroborate and broaden the diagnosis. This article begins with a theoretical and conceptual explanation of the TIC and its applications in technical operations, continues with the methodology utilized in the research process, and then presents some of the findings obtained as a product of the analysis and interpretation of the data relating to the variables, processes, resources, and infrastructure of the public libraries in the city of Medellín. © 2007 Escuela Interamericana de Bibliotecologia. All rights reserved.",Information and Communication Technologies; Public libraries; Technical operations; Technical processes,,Fondos de Desarrollo de la Astronomía Nacional,"“En Colombia las tecnologías de información y las comunicaciones han experimentado un avance significativo desde finales de los años ’90. Pero con diferente intensidad y velocidad, desde entonces diversos sectores económicos y públicos de la sociedad han comenzado a incorporar las nuevas tecnologías en sus actividades, razón por la cual el Gobierno Na-cional estableció un programa denominado “Agenda de Conectividad”, creado en febrero del año 2000, cuyos objetivos consisten en lograr una penetración masiva de las tecnologías de la información y de las comuni-dades en Colombia, con la finalidad de socializar y democratizar el acce-so a la información siguiendo las lineamientos establecidos en el Plan Nacional de Desarrollo 1998-2002: Cambio para construir la paz”.15",,,,,,,,,,,,,,,,,,,,,Escuela Interamericana de Bibliotecologia,1200976,,,,Spanish,Rev. Interam. Bibl.,Article,Final,,Scopus,2-s2.0-85065120586
Gallardo A.R.,15725172000;,Open access and academic libraries [Acceso abierto y bibliotecas académicas],2007,Revista Interamericana de Bibliotecologia,30,1,,93,104,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013985024&partnerID=40&md5=324902257a3e0b5697b20cd666d0ba68,"Centro Universitario de Investigaciones Bibliotecológicas de la UNAM, Mexico","Gallardo, A.R., Centro Universitario de Investigaciones Bibliotecológicas de la UNAM, Mexico","Among all types of libraries, academic libraries have been those most affected by the continuing increase in the prices of scientific and scholarly journals. While publishers speculated with their subscription prices, some university libraries were forced to cut back on the acquisition of books, or to sacrifice some other services, in order to continue with the subscriptions required by their users. Other libraries dealt with the market conditions by means of cooperative acquisition programs, consortia, and even interlibrary loan arrangements with other libraries. In this article this situation was evaluated from several points of view both by the libraries and the universities to which they belong, and they concluded that in addition to the economic implications, scientific communication is seen as seriously threatened by the current models of information commercialization. In response to this threat, several declarations and initiatives have arisen that have resulted in the founding of the movement for open access to scientific and scholarly information. This article is an introduction to the subject which examines the factors common to the initiatives that have been generated on the publication of free access. © 2007 Escuela Interamericana de Bibliotecologia. All rights reserved.",Academic libraries; Cooperative acquisition; Open access; Open access publishing; Scientific communications; Scientific journals,,,,,,,,,,,,,,,,,,,,,,"Gallardo, A.R.; Centro Universitario de Investigaciones Bibliotecológicas de la UNAMMexico; email: jadolfo@servidor.unam.mx",,Escuela Interamericana de Bibliotecologia,1200976,,,,Spanish,Rev. Interam. Bibl.,Article,Final,,Scopus,2-s2.0-85013985024
"Albornoz S., Corda M.C., Gamba V., Piovani J.I., Pisarello R.Z., Ristuccia C.",57208565547;57194105234;37050899800;25628197200;57208569900;37051280900;,Information searching and library use by researchers in the humanities: A case study at the Universidad Nacional de la Plata [Búsqueda de la información y uso de la Biblioteca por parte de los investigadores de humanidades: Un estudio de caso en la Universidad Nacional de la Plata],2007,Revista Interamericana de Bibliotecologia,30,1,,73,92,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887178081&partnerID=40&md5=f9576b61b702bc646121581981603411,"Bibliotecario Documentalista, Facultad de Humanidades y Ciencias de la Educación, UNLP. Ayudante Diplomada de Servicio de Información y Referencia General, Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Licenciada en Bibliotecología y Documentación, Facultad de Humanidades y Ciencias de la Educación, UNLP. Ayudante Diplomada de Metodología del Trabajo Intelectual, Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Titular Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Facultad de Humanidades y Ciencias de la Edu., UNLP, Argentina; Facultad de Humanidades y Cie. de la Educación, UNLP, Argentina","Albornoz, S., Bibliotecario Documentalista, Facultad de Humanidades y Ciencias de la Educación, UNLP. Ayudante Diplomada de Servicio de Información y Referencia General, Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Corda, M.C., Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Gamba, V., Licenciada en Bibliotecología y Documentación, Facultad de Humanidades y Ciencias de la Educación, UNLP. Ayudante Diplomada de Metodología del Trabajo Intelectual, Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Piovani, J.I., Titular Facultad de Humanidades y Ciencias de la Educación, UNLP, Argentina; Pisarello, R.Z., Facultad de Humanidades y Ciencias de la Edu., UNLP, Argentina, Facultad de Humanidades y Cie. de la Educación, UNLP, Argentina; Ristuccia, C., Facultad de Humanidades y Cie. de la Educación, UNLP, Argentina","This essay presents the results of an investigation conducted by a team of researchers of the Department of Library Science of the National University of La Plata (Argentina), the title for which was “Procedures for Information Searching and in Library Usage by Researchers and Professors in the National University of La Plata”. The main objective of this research was to study the patterns of behavior of the professors at the Faculty of Humanities and Education and their use of information resources within the University Libraries, in particular those serving this Faculty. The first step of the study was to carry out a census in order to determine the proportion of researchers who use and who do not use the Library as part of their procedures for collecting information, as well as the general characteristics of this use. This allowed the research team to identify groups of users. A number of cases were selected from each group in order to conduct in-depth interviews to gain access to the researchers' own perspectives with relation to the topic under consideration. © 2007 Escuela Interamericana de Bibliotecologia. All rights reserved.",Information use; Patterns of conduct; User studies,,"Universidad Nacional de La Plata; Universidad Nacional de La Plata; Secretaría de Ciencia y Técnica, Universidad Nacional de Río Cuarto: 11/H284, 1/5/2000; Universidad Nacional de La Plata","Se exponen los resultados de la investigación “Procedimiento en la búsqueda de información y en la utilización de las bibliotecas por los investigadores y docentes de la Universidad Nacional de La Plata, hacia una optimización del uso de recursos de información”, realizada por un grupo de investigadores del Departamento de Bibliotecología de la Universidad Nacional de La Plata (Argentina). Su objetivo era establecer los perfiles de comportamiento de los investigadores de la Facultad de Humanidades y Ciencias de la Educación de dicha universidad, en el uso de los recursos y fuentes de información y, en particular, su relación con la biblioteca de la Facultad. El primer paso del estudio fue la realización de un censo para determinar la cantidad de investigadores que usan o no la biblioteca en sus procedimientos de búsqueda de información, así como las modalidades de uso. El mismo permitió la identificación de grupos, de los cuales se seleccionaron algunos casos, con el fin","Artículo resultado de la investigación Procedimiento en la búsqueda de información y en la utilización de las bibliotecas por los investigadores y docentes de la Universidad Nacional de La Plata, hacia una optimización del uso de recursos de información, dirigido por Rosa Zulema Pisarello, docente -investigadora del Departamento de","Bibliotecología de la Facultad de Humanidades y Ciencias de la Educación. UNLP; y presentado al Programa de Incentivos del Ministerio de Cultura y Educación de la Nación. Dicho proyecto fue acreditado por la Secretaría de Ciencia y Técnica de la Universidad Nacional de La Plata según código 11/H284, y realizado del 1/5/2000 al 31/12/ 2002.","13. Iberoamerican Science & Technology Education Consortium. Es el Consorcio Iberoamericano para Educación en Ciencia y Tecnología, del cual la UNLP forma parte desde 1990, cuyo propósito es proveer material bibliográfico a docentes e investigadores de la UNLP que no se encuentra en sus Bibliotecas.",,,,,,,,,,,,,,,,,,Escuela Interamericana de Bibliotecologia,1200976,,,,Spanish,Rev. Interam. Bibl.,Article,Final,,Scopus,2-s2.0-84887178081
"Botelho M.A., Monteiro A.M., Valls V.",24068514800;24069256000;15077535000;,The sporting knowledge management: An experience of Seme library [A gestão do conhecimento esportivo: A experiência da biblioteca da Seme],2007,Ciencia da Informacao,36,1,,175,188,,2,10.1590/s0100-19652007000100014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42049107267&doi=10.1590%2fs0100-19652007000100014&partnerID=40&md5=b24b726c724f2a43e88956a1e5316659,"Fundação Escola de Sociologia e Política de São Paulo (FESPSP), São Paulo, Brazil; Lazer e Recreação-SEME, PMSP, São Paulo, Brazil","Botelho, M.A., Fundação Escola de Sociologia e Política de São Paulo (FESPSP), São Paulo, Brazil; Monteiro, A.M., Lazer e Recreação-SEME, PMSP, São Paulo, Brazil; Valls, V., Fundação Escola de Sociologia e Política de São Paulo (FESPSP), São Paulo, Brazil","This study brings definitions related to knowledge, information services, information and knowledge management and lists the initiatives of sporting information management in Brazil. Describes the importance of the sports for the City of São Paulo in the context of public politics and budget resources, situates and describes the competencies of the Secretaria Municipal de Esportes, Lazer e Recreação of the City of São Paulo - Seme. Introduces, in detail, the Library: story, collection and relevant activities related to the process of knowledge management from Seme.",Knowledge management; Public information system; Sporting information - institutions; Sporting information system; Sporting knowledge management,,,,,,,,,,,,,,,,,,,,,,"Botelho, M.A.; Fundação Escola de Sociologia e Política de São Paulo (FESPSP), São Paulo, Brazil; email: mantoniabotelho@uol.com.br",,Brazilian Institute for Information in Science and Technology,1001965,,,,Portuguese,Cienc. Inf.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-42049107267
"Salazar P.H., Marmolejo M.I., Angeles G.Y.V., Malagón C.V.",19036121800;57209927937;57209919942;57209920291;,Analysis of behavioral models in information search [Análisis de modelos de comportamiento enla búsqueda de información],2007,Ciencia da Informacao,36,1,,136,146,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42049084164&partnerID=40&md5=59c181c482ac3e75b406a1c328f9e76b,"Centro Universitario de Investigaciones Bibliotecológicas, UNAM, México, Mexico; Técnica Académica, Universidad Nacional Autónoma de México, México, Mexico; Comisión Nacional, Desarrollo de los Pueblos Indígenas, Mexico; Universidad Complutense de Madrid, Madrid, Spain","Salazar, P.H., Centro Universitario de Investigaciones Bibliotecológicas, UNAM, México, Mexico, Universidad Complutense de Madrid, Madrid, Spain; Marmolejo, M.I., Técnica Académica, Universidad Nacional Autónoma de México, México, Mexico; Angeles, G.Y.V., Comisión Nacional, Desarrollo de los Pueblos Indígenas, Mexico; Malagón, C.V., Técnica Académica, Universidad Nacional Autónoma de México, México, Mexico","The objective of this article is to identify the conceptual delimitation of the information seeking behavior, through the analysis of three fundamental models: Information-Seeking Behavior by J. Krikelas; Theoretical foundation for ISP, by C.C. Kuhlthau; and Model of Information Behavior by T.D. Wilson. Three elements were considerated for interpreting the models: rational principle, basic concepts and model relational mechanisms; the purpose of the interpretation is to identify their resemblances or their possible differences.",Information behavior; Information needs; Information seeking; Information seeking behavior; Information use,,,,,,,,,,,,,,,,,,,,,,"Salazar, P.H.; Centro Universitario de Investigaciones Bibliotecológicas, , México, Mexico; email: phs75599@servidor.unam.mx",,,1001965,,,,Portuguese,Cienc. Inf.,Article,Final,,Scopus,2-s2.0-42049084164
Moed H.F.,7003555412;,Diseño de un sistema de información y evaluación científica (Doctoral Thesis by Daniel Torres-Salinas),2007,Profesional de la Informacion,16,6,,661,663,,,10.3145/epi.2007.nov.14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049177945&doi=10.3145%2fepi.2007.nov.14&partnerID=40&md5=52d541bb700a5d0a96b0a2398083d2e8,"Centre for Science and Technology Studies (CWTS), Leiden University, P. O. Box 9555, 2300 RB Leiden, Netherlands","Moed, H.F., Centre for Science and Technology Studies (CWTS), Leiden University, P. O. Box 9555, 2300 RB Leiden, Netherlands",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,"Moed, H.F.; Centre for Science and Technology Studies (CWTS), P. O. Box 9555, 2300 RB Leiden, Netherlands; email: moed@cwts.leidenuniv.nl",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-38049177945
Redondo S.,23393736600;,31th ELAG seminar sobre Ia biblioteca 2.0,2007,Profesional de la Informacion,16,6,,657,660,,,10.3145/epi.2007.nov.13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049162426&doi=10.3145%2fepi.2007.nov.13&partnerID=40&md5=00cea5cb2574552488db1bc62d712f20,"Universitat de Barcelona, Facultat de Biblioteconomia i Documentació","Redondo, S., Universitat de Barcelona, Facultat de Biblioteconomia i Documentació",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,"Redondo, S.; Universitat de Barcelona, Spain; email: redondosil@gmail.com",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Conference Paper,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-38049162426
[No author name available],[No author id available],Producción ISI y tramos de investigación: Cómo combinarlos en un nuevo indicador (II),2007,Profesional de la Informacion,16,5,,510,511,,1,10.3145/epi.2007.sep.14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849083049&doi=10.3145%2fepi.2007.sep.14&partnerID=40&md5=0df711c83be47f720fb13ad578441c73,,,[No abstract available],,,,,,,,,,,,,,,,,,,,,,,,,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-36849083049
"Jiménez-Contreras E., Torres-Salinas D.",6601989785;55665562600;,Situación actual de los estudios cuantitativos de la ciencia. Entrevista con Henk Moed,2007,Profesional de la Informacion,16,5,,523,526,,,10.3145/epi.2007.sep.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849019067&doi=10.3145%2fepi.2007.sep.17&partnerID=40&md5=32e1503d75e0abfdca1541080b00ef78,"Grupo EC3: Evaluación de la Ciencia y la Comunicación Científica, Universidad de Granada, Spain","Jiménez-Contreras, E., Grupo EC3: Evaluación de la Ciencia y la Comunicación Científica, Universidad de Granada, Spain; Torres-Salinas, D., Grupo EC3: Evaluación de la Ciencia y la Comunicación Científica, Universidad de Granada, Spain",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,"Jiménez-Contreras, E.; Grupo EC3: Evaluación de la Ciencia y la Comunicación Científica, Spain; email: evaristo@ugr.es",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Note,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-36849019067
Roldán Á.,57529781600;,"2a jornada de la Fundación Lilly sobre publicación médica en España (Hotel EuroForum, El Escorial, Madrid, 20 de noviembre de 2006)",2007,Profesional de la Informacion,16,1,,78,80,,1,10.3145/epi.2007.jan.09,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250377350&doi=10.3145%2fepi.2007.jan.09&partnerID=40&md5=273a9a38fc7d0e2b2082c3817b4d99fe,"Instituto de Salud Carlos III, Fondo de Investigación Sanitaria, Madrid, Spain","Roldán, Á., Instituto de Salud Carlos III, Fondo de Investigación Sanitaria, Madrid, Spain",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,"Roldán, Á.; Instituto de Salud Carlos III, , Madrid, Spain; email: aroldan@isciii.es",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Review,Final,"All Open Access, Green",Scopus,2-s2.0-34250377350
Baiget T.,23392185200;,Entrevista con José Antonio Millán sobre el blog de El futuro del libro,2007,Profesional de la Informacion,16,2,,167,168,,,10.3145/epi.2007.mar.13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250320553&doi=10.3145%2fepi.2007.mar.13&partnerID=40&md5=b87e18ea5841c3938a6c084695029ac1,,"Baiget, T.",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,,,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Note,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-34250320553
Scimago G.,18042632000;,Ranking de instituciones de investigación iberoamericanas (RI 3),2007,Profesional de la Informacion,16,3,,258,260,,4,10.3145/epi.2007.may.10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250318967&doi=10.3145%2fepi.2007.may.10&partnerID=40&md5=c155de1e8f986bbbd1185e968e5f847b,"Imago Scientiae o Visualización de la Ciencia, Spain","Scimago, G., Imago Scientiae o Visualización de la Ciencia, Spain",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,"Scimago, G.; Imago Scientiae o Visualización de la CienciaSpain; email: scimago@ugr.es",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-34250318967
"Babini D., Rossi F.V., Archuby G.",56293775400;16507914400;16506317300;,Estadísticas de usuarios en una biblioteca virtual. El caso de la biblioteca virtual de la red Clacso,2007,Profesional de la Informacion,16,1,,57,61,,2,10.3145/epi.2007.jan.07,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250318966&doi=10.3145%2fepi.2007.jan.07&partnerID=40&md5=85a7a5180630cdd65a029ac138d4b590,"Red de Bibliotecas Virtuales de Ciencias Sociales de América Latina y el Caribe, Clacso, United States; Red de Bibliotecas Virtuales de Ciencias Sociales de América Latina y el Caribe, United States; Biblioteca Virtual de Clacso, Analista de Computación (Universidad Nacional de La Plata, UNLP, Argentina), Argentina; Cátedra Capacitación en Informática, UNLP, Argentina","Babini, D., Red de Bibliotecas Virtuales de Ciencias Sociales de América Latina y el Caribe, Clacso, United States; Rossi, F.V., Red de Bibliotecas Virtuales de Ciencias Sociales de América Latina y el Caribe, United States; Archuby, G., Biblioteca Virtual de Clacso, Analista de Computación (Universidad Nacional de La Plata, UNLP, Argentina), Argentina, Cátedra Capacitación en Informática, UNLP, Argentina",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,"Babini, D.; Red de Bibliotecas Virtuales de Ciencias Sociales de América Latina y el Caribe, Clacso, United States; email: dbabini@campus.clacso.edu.ar",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Review,Final,"All Open Access, Green",Scopus,2-s2.0-34250318966
Losa S.,16507487500;,HeinOnline proveedor de información legal americana,2007,Profesional de la Informacion,16,2,,154,157,,,10.3145/epi.2007.mar.10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250304364&doi=10.3145%2fepi.2007.mar.10&partnerID=40&md5=0693ebe504c889bafe96d840509a9a88,"Universitat Pompeu Fabra, Spain","Losa, S., Universitat Pompeu Fabra, Spain",[No abstract available],,,,,,,,,,,,,,,,,,,,,,,"Losa, S.; Universitat Pompeu FabraSpain; email: silvia.losa@upf.edu",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-34250304364
Moreno J.M.M.,7401924921;,Conflicto de intereses en la publicación médica: El punto de vista del autor,2007,Profesional de la Informacion,16,1,,84,86,,,10.3145/epi.2007.jan.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250303125&doi=10.3145%2fepi.2007.jan.11&partnerID=40&md5=4c0a04ac6e696c8b0f7ddf8387946897,"Medicina Preventiva y Salud Pública, Universidad de Valencia, Ambas de la World Health Organization (WHO), Av. Blasco Ibáñez, 15, 46010 Valencia, Spain","Moreno, J.M.M., Medicina Preventiva y Salud Pública, Universidad de Valencia, Ambas de la World Health Organization (WHO), Av. Blasco Ibáñez, 15, 46010 Valencia, Spain",[No abstract available],,,Nuclear Energy University Program,"This material is based upon work supported under a Department of Energy Nuclear Energy University Programs. Any opinions, findings, conclusions or recommendations expressed in this publication are those of the authors and do not necessarily reflect the views of the Department of Energy Office of Nuclear Energy.",,,,,,,,,,,,,,,,,,,"Moreno, J.M.M.; Medicina Preventiva y Salud Pública, Av. Blasco Ibáñez, 15, 46010 Valencia, Spain; email: jmarmor@telefonica.net",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Note,Final,"All Open Access, Green",Scopus,2-s2.0-34250303125
Xu J.,57195294732;,Formalizing natural-language spatial relations between linear objects with topological and metric properties,2007,International Journal of Geographical Information Science,21,4,,377,395,,39,10.1080/13658810600894323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047126447&doi=10.1080%2f13658810600894323&partnerID=40&md5=1eaeda4e5165fc9fce2282b6829e3956,"Institute of Geographic Science and Natural Resources Research, Chinese Academy of Science, 11A Datun Road, Beijing 100101, China","Xu, J., Institute of Geographic Science and Natural Resources Research, Chinese Academy of Science, 11A Datun Road, Beijing 100101, China","People usually use qualitative terms to express spatial relations, while current geographic information systems (GISs) all use quantitative approaches to store spatial information. The abilities of current GISs to represent and query spatial information about geographic space are limited. Based on the result of a human-subject test of natural-language descriptions of spatial relations between linear geographic objects, this paper defines a series of quantitative indices that are related to natural-language spatial relation terms, and uses these indices to formalize the ambiguous natural-language representation with a decision-tree algorithm. The result indicates that using both topological indices and metric indices can formalize the natural-language spatial predicates better than using only topological indices. The rules extracted from the trees are used to characterize the spatial relations into qualitative description groups. Using these rules, a prototype of an intelligent natural-language interface for the ESRI software ArcGIS that can query spatial relations between two linear objects in natural English language is implemented using SNePS (the Semantic Network Processing System).",,algorithm; GIS; software; spatial data; topology,,,,,,,,,,,,,,,,,,,,,"Xu, J.; Institute of Geographic Science and Natural Resources Research, 11A Datun Road, Beijing 100101, China",,,13658816,,IGISF,,English,Int. J. Geogr. Inf. Sci.,Article,Final,,Scopus,2-s2.0-34047126447
