Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"De Moya-Anegón F., Vargas-Quesada B., Chinchilla-Rodríguez Z., Corera-Álvarez E., González-Molina A., Muñoz-Fernández F.J., Herrero-Solana V.",57194647093;8666139000;57203026911;8666139200;18036934300;8666139400;55667326400;,Visualizing and analyzing the Spanish science structure: ISI Web of science 1990-2005 [Visualización y análisis de la estructura científica española: ISI Web of science 1990-2005],2006,Profesional de la Informacion,15,4,,258,269,,20,10.3145/epi.2006.jul.03,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547473558&doi=10.3145%2fepi.2006.jul.03&partnerID=40&md5=5f209c223a5882f41b9a2bc8cf3bc619,"Grupo SCImago, Spain","De Moya-Anegón, F., Grupo SCImago, Spain; Vargas-Quesada, B., Grupo SCImago, Spain; Chinchilla-Rodríguez, Z., Grupo SCImago, Spain; Corera-Álvarez, E., Grupo SCImago, Spain; González-Molina, A., Grupo SCImago, Spain; Muñoz-Fernández, F.J., Grupo SCImago, Spain; Herrero-Solana, V., Grupo SCImago, Spain","This article presents the structure of Spanish science from 1990 to 2005. Based on ISI subject-category co-citation, including natural sciences, social sciences and arts & humanities, and combining both social network analysis (SNA) and pruning algorithms such as pathfinder-networks (Pfhet) and other information layout algorithms like Kamada-Kawai's, the basic structure of Spanish science is shown through its essential relations. The results are bibliometric-maps (scientograms) revealing the macrostructure, microstructure and the backbone of Spanish science and making possible its analysis and explanation.",Cocitation; Domain analysis; Information visualization; Scientific output; Spain,,,,,,,,,,,,,"De Moya-Anegón, F.; Grupo SCImagoSpain; email: felix@ugr.es",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Article,Final,"All Open Access, Green",Scopus,2-s2.0-34547473558
Sagaseta P.J.Z.,18038304400;,"Comparison of Spanish and American library, teaching and culture: A personal experience [Docencia y cultura bibliotecaria Americana frente a la Española: Una experiencia]",2006,Profesional de la Informacion,15,1,,36,42,,1,10.3145/epi.2006.jan.07,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547452158&doi=10.3145%2fepi.2006.jan.07&partnerID=40&md5=d38b4ef896424fac5c4d42caabf8b06e,"Universidad de Navarra, Servido de Bibliotecas-Hemeroteca, Apdo. 177, 31080, Pamplona, Spain","Sagaseta, P.J.Z., Universidad de Navarra, Servido de Bibliotecas-Hemeroteca, Apdo. 177, 31080, Pamplona, Spain","My experience working at Davis Library at the University of North Carolina at Chapel Hill and my coursework at the School of Information and Library Science have let me learn the reality of American university libraries and academic programs. All of this insight allows me to contrast this to the Spanish context and to reflect and evaluate both from the perspective of a Spanish librarian. The collection development departments, the Triangle Research Library Network, the use of chat reference and the instruction in the School of Library and information science allow us to understand a different world and culture that enriches us and broadens our vision from which we can all learn.",Chat reference services; Collection development; Cooperation between libraries; Professional experience; Teaching in library and information science,,,,,,,,,,,,,"Sagaseta, P.J.Z.; Universidad de Navarra, Apdo. 177, 31080, Pamplona, Spain; email: pzapirain@unav.es",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Article,Final,"All Open Access, Green",Scopus,2-s2.0-34547452158
"Bravo B.R., Díez M.L.A.",8430892100;8430892000;,Usage in Spanish academic libraries of electronic journals provided by Emerald (2002-2005) [Uso de las revistas-e suministradas por Emerald en bibliotecas universitarias españolas (2002-2005)],2006,Profesional de la Informacion,15,6,,464,472,,6,10.3145/epi.2006.nov.08,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547408486&doi=10.3145%2fepi.2006.nov.08&partnerID=40&md5=ec5cc1bdfb0b911f660293ef99542a74,"Area de Biblioteconomía y Documentación, Universidad de León, Spain","Bravo, B.R., Area de Biblioteconomía y Documentación, Universidad de León, Spain; Díez, M.L.A., Area de Biblioteconomía y Documentación, Universidad de León, Spain","Study of the usage of electronic journals distributed by Emerald to universities of Burgos, La Coruña, LaRioja, León, Oviedo, Valladolid and Vigo during the initial years of subscription, 2002-2005. The analysis uses statistics provided by the distributor and is restricted to the study of data concerning downloaded articles. The conclusions outlined in the present work refer fundamentally to the patterns of use within universities of different sizes and to the quality of the contents distributed by Emerald: spread of journals used, core publications, and journal relevance.",Academic libraries; Electronic journals; Emerald; Spain; Usage of electronic journals,,,,,,,,,,,,,"Bravo, B.R.; Area de Biblioteconomía y Documentación, Spain; email: dphbrb@unileon.es",,El Profesional de la Informacion,13866710,,,,Spanish,Prof. Inf.,Article,Final,"All Open Access, Green",Scopus,2-s2.0-34547408486
"Rey-Rocha J., Garzón-García B., Martín-Sempere M.J.",56038456700;6506800689;6602769803;,Scientists' performance and consolidation of research teams in biology and biomedicine at the Spanish Council for Scientific Research,2006,Scientometrics,69,2,,183,212,,40,10.1007/s11192-006-0149-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748635621&doi=10.1007%2fs11192-006-0149-2&partnerID=40&md5=ce7e3dda4e59a9038dc824610a861c33,"Group for Scientific Activity Studies, Spanish Council for Scientific Research (CSIC), Madrid, Spain; CINDOC (CSIC), Joaquín Costa 22, 28002 Madrid, Spain","Rey-Rocha, J., Group for Scientific Activity Studies, Spanish Council for Scientific Research (CSIC), Madrid, Spain, CINDOC (CSIC), Joaquín Costa 22, 28002 Madrid, Spain; Garzón-García, B., Group for Scientific Activity Studies, Spanish Council for Scientific Research (CSIC), Madrid, Spain; Martín-Sempere, M.J., Group for Scientific Activity Studies, Spanish Council for Scientific Research (CSIC), Madrid, Spain","Empirical evidence is given on how membership in a consolidated, well-established research team provides researchers with some competitive advantage as compared to their colleagues in non-consolidated teams. Data were obtained from a survey of researchers ascribed to the 'Biology and Biomedicine' area of the Spanish Council for Scientific Research, as well as from their curricula vitae. One quarter of the scientists work as members of teams in the process of consolidation. Our findings illustrate the importance, for the development and consolidation of research teams, of the availability of a minimum number of researchers with a permanent position and of a minimum number of support staff and non-staff personnel (mainly post-doctoral fellows). Consolidation of research teams has a clear influence on the more academic-oriented quantitative indicators of the scientific activity of individuals. Researchers belonging to consolidated teams perform quantitatively better than their colleagues in terms of the number of articles published in journals covered in the Journal Citation Reports, but not in terms of the impact of these publications. Consolidation favours publication, but not patenting, and it also has a positive effect on the academic prestige of scientists and on their capacity to train new researchers. It does not significantly foster participation in funded R&D projects, nor does it influence the establishment of international collaborations. Impact is influenced to a remarkable degree by seniority and professional background, and is significantly greater for young scientists who have spent time abroad at prestigious research laboratories. Copyright © 2006 Akadémiai Kiadó, Budapest All rights reserved.",,,,,,,,,,,,,,"Rey-Rocha, J.; CINDOC (CSIC), Joaquín Costa 22, 28002 Madrid, Spain; email: J.Rey@cindoc.csic.es",,Springer Netherlands,1389130,,,,English,Scientometrics,Article,Final,,Scopus,2-s2.0-33748635621
"Miguel-Dasit A., Martí-Bonmatí L., Aleixandre R., Sanfeliu P., Valderrama J.C.",8332399600;55259609700;6602718419;8332399500;7005195203;,"Publications resulting from Spanish radiology meeting abstracts: Which, where and who",2006,Scientometrics,66,3,,467,480,,12,10.1007/s11192-006-0045-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-31744438842&doi=10.1007%2fs11192-006-0045-9&partnerID=40&md5=1e1ed4b2f0541087d1a0429f1eb9ef4f,"Magnetic Resonance Section, La Plana de Vila-Real Hospital, Castellón, Spain; Department of Radiology, Dr. Peset University Hospital, Valencia, Spain; Institute of History of Science and Documentation Lopez Piñero, University of Valencia-CSIC, Valencia, Spain; Cardenal Herrera-CEU University, Alfara, Valencia, Spain; Instituto de Historia de la Ciencia y Documentatión López Pińero, Facultad de Medicina de Valencia, Avda. Blasco Ibáñez, 15, 46010 Valencia, Spain","Miguel-Dasit, A., Magnetic Resonance Section, La Plana de Vila-Real Hospital, Castellón, Spain; Martí-Bonmatí, L., Department of Radiology, Dr. Peset University Hospital, Valencia, Spain; Aleixandre, R., Institute of History of Science and Documentation Lopez Piñero, University of Valencia-CSIC, Valencia, Spain, Instituto de Historia de la Ciencia y Documentatión López Pińero, Facultad de Medicina de Valencia, Avda. Blasco Ibáñez, 15, 46010 Valencia, Spain; Sanfeliu, P., Cardenal Herrera-CEU University, Alfara, Valencia, Spain; Valderrama, J.C., Institute of History of Science and Documentation Lopez Piñero, University of Valencia-CSIC, Valencia, Spain","Many abstracts submitted to medical meetings never come to full publication in peer-reviewed journals. From the 2,992 abstracts presented at the 1994-1998 Spanish Congresses of Radiology, 464 (15%) were published as full articles in journals covered by the Medline and IME (Índice Médico Español), the Spanish medical database. The publication rate of oral presentations was higher than that of posters (18% versus 13%). Collaboration between radiologists and clinicians and between radiologists from different institutions increased full publication (21% and 27%, respectively) compared to abstracts from just one institution (14%). Therefore, oral presentations, multi-disciplinary and multi-institutional collaboration in the abstract predicted full publication. copyright © 2006 Akad́miai Kiadó, Budapest All rights reserved.",,,,,,,,,,,,,,"Aleixandre, R.; Instituto de Historia de la Ciencia y Documentatión López Pińero, Avda. Blasco Ibáñez, 15, 46010 Valencia, Spain; email: aleixand@uv.es",,Springer Netherlands,1389130,,,,English,Scientometrics,Review,Final,,Scopus,2-s2.0-31744438842
"Bonaccorsi A., Daraio C., Simar L.",7005502691;8655852500;7006679450;,Advanced indicators of productivity of universitiesAn application of robust nonparametric methods to Italian data,2006,Scientometrics,66,2,,389,410,,116,10.1007/s11192-006-0028-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30744472949&doi=10.1007%2fs11192-006-0028-x&partnerID=40&md5=76d01af17482e72e789dc896950712c9,"University of Pisa, Pisa, Italy; IIT-CNR, Scuola Superiore S. Anna, Pisa, Italy; Université Catholique de Louvain, Louvain-la-Neuve, Belgium; Institute for Informatics and Telematics, Italian National Research Council (IIT-CNR), Via G. Moruzzi, 1, 56100 Pisa, Italy","Bonaccorsi, A., University of Pisa, Pisa, Italy; Daraio, C., IIT-CNR, Scuola Superiore S. Anna, Pisa, Italy, Institute for Informatics and Telematics, Italian National Research Council (IIT-CNR), Via G. Moruzzi, 1, 56100 Pisa, Italy; Simar, L., Université Catholique de Louvain, Louvain-la-Neuve, Belgium","This paper explores scale, scope and trade-off effects in scientific research and education. External conditions may dramatically affect the measurement of performance. We apply theDaraio&Simar's (2005) nonparametric methodology to robustlytake into account these factors and decompose the indicators of productivity accordingly. From a preliminary investigation on the Italian system of universities, we find that economies of scale and scope are not significant factors in explaining research and education productivity. We do not find any evidence of the trade-off research vs teaching. About the trade-off academic publications vs industry oriented research, it seems that, initially, collaboration with industry may improve productivity, but beyond a certain level the compliance with industry expectations may be too demanding and deteriorate the publication profile. Robust nonparametric methods in efficiency analysis are shown as useful tools for measuring and explaining the performance of a public research system of universities. Copyright © 2006 Akadémiai Kiadó, Budapest All rights reserved.",,,"European Commission, EC; Sixth Framework Programme, FP6","This paper has been prepared within the AQuaMethPSR Project under the PRIME Network of Excellence supported by the European Commission, 6th Framework Programme. Previous versions of this paper have been presented to the 8th S&T Indicators Conference in Leiden, 23-25 September 2004, and at the North American Productivity Workshop in Toronto, 23-25 June 2004. We would like to thank conferences’ participants for their helpful comments. We would also like to thank Alessandro Daraio for his assistance in building the databases. Work of C. D. partially supported by the Italian Registry of ccTLD .it.",,,,,,,,,,"Daraio, C.; Institute for Informatics and Telematics, Via G. Moruzzi, 1, 56100 Pisa, Italy; email: cinzia@sssup.it",,Springer Netherlands,1389130,,,,English,Scientometrics,Article,Final,,Scopus,2-s2.0-30744472949
"Rojo R., Gómez I.",11439246900;7102588723;,Analysis of the Spanish scientific and technological output in the ICT sector,2006,Scientometrics,66,1,,101,121,,13,10.1007/s11192-006-0008-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30744469602&doi=10.1007%2fs11192-006-0008-1&partnerID=40&md5=3e3a90258e8334a20fd70d17d439de87,"Centre for Scientific Information and Documentation (CINDOC), Spanish Council for Scientific Research (CSIC), Madrid, Spain; Centre for Scientific Information and Documentation (CINDOC), Spanish Council for Scientific Research (CSIC), Joaquín Costa, 22, 28002 Madrid, Spain","Rojo, R., Centre for Scientific Information and Documentation (CINDOC), Spanish Council for Scientific Research (CSIC), Madrid, Spain, Centre for Scientific Information and Documentation (CINDOC), Spanish Council for Scientific Research (CSIC), Joaquín Costa, 22, 28002 Madrid, Spain; Gómez, I., Centre for Scientific Information and Documentation (CINDOC), Spanish Council for Scientific Research (CSIC), Madrid, Spain","This study presents a general view of the scientific and technological production in the ICT sector in Spain during the period 1990-2002 and its relative weight in the international production, as well as the identification of the main institutional actors and the performance patterns of the researchers in this scientific community through bibliometric techniques, with the aim of exploring the character of its outputs, both in terms of publications and patents. Indicators at macro-meso level are presented by: geographic regions, thematic areas at different aggregation levels, institutional sectors and research centres. Bibliometric indicators may help focus attention on the position and contribution of Spanish ICT science and technological capabilities.",,,"Ministerio de Ciencia y Tecnología, MICYT",This research has been carried out under FPI Scholarship from the Spanish Ministry of Science and Technology,,,,,,,,,,"Rojo, R.; Centre for Scientific Information and Documentation (CINDOC), Joaquín Costa, 22, 28002 Madrid, Spain; email: rrojo@cindoc.csic.es",,Springer Netherlands,1389130,,,,English,Scientometrics,Conference Paper,Final,,Scopus,2-s2.0-30744469602
Boulé M.,13806117400;,Examining a Spanish nonfiction collection in a public library,2005,"Library Collections, Acquisition and Technical Services",29,4,,403,411,,1,10.1016/j.lcats.2006.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744511293&doi=10.1016%2fj.lcats.2006.03.002&partnerID=40&md5=d4d6075b8bf35291dec69d75b632e6e1,"The University of Houston Libraries, 114 University Libraries, Houston, TX 77204-2000, United States","Boulé, M., The University of Houston Libraries, 114 University Libraries, Houston, TX 77204-2000, United States","Many areas of the country have seen large growth in their Spanish speaking community. Libraries and other public agencies have redesigned their practices to better serve the needs of these new segments of the population. The urban area chosen for this study has experienced one of the fastest growing Spanish speaking populations in the country in the last 10 years. In this study, a needs assessment was created for the Spanish speaking population served by a branch library in a large, urban area. The needs assessment was created with the use of demographic data and an analysis of current library literature. Using the assessment, the current Spanish nonfiction collection of the library was evaluated for both size and content and then compared to the size and content of the English nonfiction collection. This assessment technique is useful to libraries wishing to conduct a needs analysis on a specific group in their population served. © 2006 Elsevier Inc. All rights reserved.",Collection development; Public libraries; Spanish,,,,,,,,,,,,,"Boulé, M.; The University of Houston Libraries, , Houston, TX 77204-2000, United States; email: mlboule@uh.edu",,,14649055,,,,English,Libr. Coll. Acquis. Tech. Ser.,Article,Final,,Scopus,2-s2.0-33744511293
"Osca-Lluch J., Haba J.",55664567800;11339546200;,Dissemination of Spanish social sciences and humanities journals,2005,Journal of Information Science,31,3,,230,237,,10,10.1177/0165551505052470,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30644474992&doi=10.1177%2f0165551505052470&partnerID=40&md5=5479c71afe29f2a28cc0936b67c00a61,"Instituto de Historia de la Ciencia y Documentatión, Valencia, Spain; Universitat de Valencia, Facultat de Filologia, Valencia, Spain; Instituto de Historia de la Ciencia y Documentación 'López Piñero' (UV-CSIC), Avda Blasco Ibáñez, 15, 46010-Valencia, Spain","Osca-Lluch, J., Instituto de Historia de la Ciencia y Documentatión, Valencia, Spain, Instituto de Historia de la Ciencia y Documentación 'López Piñero' (UV-CSIC), Avda Blasco Ibáñez, 15, 46010-Valencia, Spain; Haba, J., Universitat de Valencia, Facultat de Filologia, Valencia, Spain","The presence of scholarly journals in international data bases promotes the dissemination of research results and also facilitates requests for specific articles or journals by end users. As scientists seek optimal visibility for their work and wish their results to be published in journals with high circulation, it is important to know which are the leading journals within each scientific area. This paper contains a bibliometric study of scientific journals in the areas of Social Sciences and Humanities that are currently published in Spain, together with information concerning their production and circulation in the different national and international bibliographical data bases, publisher, scientific discipline, impact factor, frequency of publication, language and type of delivery used. © CILIP.",Bibliometrics; Humanities; Social sciences; Spanish scientific journals,Database systems; Humanities computing; Professional aspects; Publishing; Social sciences; Bibliometrics; Humanities; Spanish scientific journals; Spanish social sciences; Information dissemination,,,,,,,,,,,,"Osca-Lluch, J.; Instituto de Historia de la Ciencia y Documentación 'López Piñero' (UV-CSIC), Avda Blasco Ibáñez, 15, 46010-Valencia, Spain; email: M.Julia.Osca@uv.es",,,1655515,,JISCD,,English,J Inf Sci,Article,Final,,Scopus,2-s2.0-30644474992
Fattori M.,23469214300;,"AIDB, the Italian Patent Information Users Group",2005,World Patent Information,27,4,,316,318,,5,10.1016/j.wpi.2005.02.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27944491298&doi=10.1016%2fj.wpi.2005.02.003&partnerID=40&md5=6a3885c47775fa1670433e6a24299013,"Tetra Pak Carton Ambient SpA, via Delfini 1, 41100 Modena, Italy","Fattori, M., Tetra Pak Carton Ambient SpA, via Delfini 1, 41100 Modena, Italy","The Italian Patent Information Users Group (AIDB-Associazione Italiana Documentalisti Brevettuali) was founded on February 24, 2004. At the end of that year, AIDB had 58 members, coming from different environments such as industry, private practice, public institutions, and content providers. During its first months of existence, AIDB coordinated various activities such as checking the extent and quality of documentation services offered by the Italian Patent and Trade Mark Office (UIBM), and promoting discussions about suitable certification schemes for professional patent searchers. In November 2004, AIDB organized a two-day national patent information conference, focused on the business impact of patent information and on the certification of patent searchers. © 2005 Elsevier Ltd. All rights reserved.",AIDB; Associazione Italiana Documentalisti Brevettuali; Business impact of patent information; Certification of patent searchers; COPS; Italian Patent and Trade Mark Office; Italian Patent Information Users Group; UIBM,,,,,,,,,,,,,"Fattori, M.; Tetra Pak Carton Ambient SpA, via Delfini 1, 41100 Modena, Italy; email: michele.fattori@tetrapack.com",,,1722190,,WPAID,,English,World Pat. Inf.,Article,Final,,Scopus,2-s2.0-27944491298
Comba V.,8435480700;,Italian Universities for open access: Towards open access for scholarly literature: Report of the Messina Workshop,2005,Library Hi Tech News,22,1,,16,17,,1,10.1108/07419050510588232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20044379811&doi=10.1108%2f07419050510588232&partnerID=40&md5=f55ac774bb9d5c4b16d4f31289281b21,"Digital Projects and eLearning, University of Bologna Libraries, Bologna, Italy","Comba, V., Digital Projects and eLearning, University of Bologna Libraries, Bologna, Italy","Purpose - To report on the Open Access workshop held in Messina, Italy, November 2004. Design/methodology/approach - A summary of the main points of the workshop. Findings - There is recognition of a growing awareness about e-publishing changes and the new economic models which may provide more impact for research papers, providing a viable (and less expensive) solution for the information provision to authors and readers. Originality/value - A useful summary of a workshop of interest to those concerned with information management. © Emerald Group Publishing Limited.",Conferences; Electronic publishing,,,,,,,,,,,,,"Comba, V.; Digital Projects and eLearning, , Bologna, Italy; email: valentine.comba@unibo.it",,,7419058,,,,English,Libr. Hi Tech News,Article,Final,,Scopus,2-s2.0-20044379811
Boretti E.,8578043400;,AIB-ISTAT statistics: The first time for Italian public libraries,2005,Performance Measurement and Metrics,6,1,,32,38,,,10.1108/14678040510588571,https://www.scopus.com/inward/record.uri?eid=2-s2.0-19944367970&doi=10.1108%2f14678040510588571&partnerID=40&md5=da7700ee98ae19502b0452171eba0ae2,"Biblioteca Sala Borsa, Bologna, Italy","Boretti, E., Biblioteca Sala Borsa, Bologna, Italy","Purpose - Aim of the paper is to report on the first Italian national library statistics. Design/methodology/approach - No national library statistics existed in Italy. In Italy there is no national law governing public library services and no national authority for them. The Official Publications Working Group of the Italian Library Association, in collaboration with the Central Institute for the Union Catalogue of Italian Libraries and the Italian National Statistics Institute (ISTAT), carried out a survey, financed by the University of Perugia, to collect information about the presence of official publications in Italian public libraries. A high percentage of answers was collected. The few questions, useful for the identification of the main peculiarities of the answering libraries, were able to supply for the first time some national data about Italian public libraries. Findings - The paper presents aims and objectives of the survey, methodology, the unexpected success. ISTAT methodological office stated that the responding libraries constituted a valid sample of Italian public libraries and the results of the survey could be considered the first Italian national library statistics. Results, limits, impact and some prospectives for the future are presented. Research limitations/implications - The first official national statistics about Italian public libraries are an unexpected success. Practical implications - It has proved however that we need wider agreements among institutions and funds, to have regular national library statistics. Originality/value - Thanks to this survey, for the first time we can speak about Italian public libraries in terms of numbers. © Emerald Group Publishing Limited.",Italy; Public libraries; Statistics; Surveys,,,,,,,,,,,,,"Boretti, E.; Biblioteca Sala Borsa, Bologna, Italy",,,14678047,,,,English,Perform. Meas. Metr.,Article,Final,,Scopus,2-s2.0-19944367970
"Bravo B.R., Díez M.L.A.",8430892100;8430892000;,Survey of the providers of electronic publications holding contracts with Spanish university libraries,2005,D-Lib Magazine,11,4,,,,17,8,10.1045/april2005-alvite,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244498470&doi=10.1045%2fapril2005-alvite&partnerID=40&md5=dece762a8aed5f854664b8b2da6207cf,"Área de Biblioteconomía y Documentación, Facultad de Filosofía y Letras, University de León (University of Leon), Leon, Spain","Bravo, B.R., Área de Biblioteconomía y Documentación, Facultad de Filosofía y Letras, University de León (University of Leon), Leon, Spain; Díez, M.L.A., Área de Biblioteconomía y Documentación, Facultad de Filosofía y Letras, University de León (University of Leon), Leon, Spain","This article describes a qualitative analysis of the electronic scientific contents distributed by the main providers of electronic publications subscribed in the Spanish academic libraries. The purpose of the analysis was to define the providers' global coverage, access architecture, search benefits, interface characteristics, functionalities and services of added value.",,,,,,,,,,,,,,"Bravo, B.R.; Área de Biblioteconomía y Documentación, , Leon, Spain; email: dphbrb@unileon.es",,,10829873,,,,English,D-Lib Mag.,Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-21244498470
"Mancini C., Zedda M., Barbaro A.",55226976000;12770689900;12770878800;,Health information in Italian public health websites: moving from inaccessibility to accessibility.,2005,Health information and libraries journal,22,4,,276,285,,17,10.1111/j.1471-1842.2005.00602.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644832429&doi=10.1111%2fj.1471-1842.2005.00602.x&partnerID=40&md5=7a5b0835a7a8d39417e387bbdd06d83f,"Istituto Superiore di Sanità, Library-Serials Department, Rome, Italy","Mancini, C., Istituto Superiore di Sanità, Library-Serials Department, Rome, Italy; Zedda, M., Istituto Superiore di Sanità, Library-Serials Department, Rome, Italy; Barbaro, A., Istituto Superiore di Sanità, Library-Serials Department, Rome, Italy","AIMS: In January 2004, the Italian government passed new legislation designed to give people with disabilities access to online services. Starting from the new legislation requirements, the purpose of this study is to investigate whether Italian Local Health Authorities websites are accessible to users with different abilities. METHODS: One hundred and seventy websites were analysed evaluating their compliance to the World Wide Web Consortium (W3C) Priority 1 guidelines via a combination of appropriate accessibility testing methods. This review was carried out twice: the first time it took place between the end of 2003 and May-June 2004. The same survey was repeated again in December 2004, after the issuing of the draft of the Implementation Regulations for The Stanca Law in July 2004. In this second survey, all the websites analysed before were checked again to establish if some measures to make those sites accessible were taken. RESULTS: Seventy-six per cent of the analysed websites fail to satisfy the most basic W3C requirements, but Italian Local Health Authorities websites are likely to present significant improvements to access for some disabled user groups: the number of accessible websites increased consistently between the first and the second review. CONCLUSIONS: It seems that awareness of web accessibility issues is increasing among developers of health information websites because of law enforcement. Recommendations for future research and development are offered.",,article; consumer; disabled person; health education; human; information service; Internet; Italy; organization; organization and management; patient education; publication; statistics; utilization review; Consumer Satisfaction; Disabled Persons; Health Education; Humans; Information Services; Internet; Italy; Library Materials; Organizational Innovation; Patient Education,,,,,,,,,,,,"Mancini, C.email: cristina.mancini@iss.it",,,14711834,,,16293170,English,Health Info Libr J,Article,Final,,Scopus,2-s2.0-33644832429
D'Atri A.,7003701655;,ItAIS (the Italian chapter of AIS) remembers Claudio,2005,European Journal of Information Systems,14,5,,454,455,,2,10.1057/palgrave.ejis.3000578,https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144506301&doi=10.1057%2fpalgrave.ejis.3000578&partnerID=40&md5=752e007538dc553ca0861526d2b57ae1,"C/o Centro Ricerca Sistemi Informativi, Luiss Guido Carli, Roma, Italy; C/o Centro Ricerca Sistemi Informativi, Luiss Guido Carli, Via O.Tommasini, 1, Roma I-00162, Italy","D'Atri, A., C/o Centro Ricerca Sistemi Informativi, Luiss Guido Carli, Roma, Italy, C/o Centro Ricerca Sistemi Informativi, Luiss Guido Carli, Via O.Tommasini, 1, Roma I-00162, Italy",[No abstract available],,,,,,,,,,,,,,"D'Atri, A.; C/o Centro Ricerca Sistemi Informativi, Via O.Tommasini, 1, Roma I-00162, Italy; email: datri@luiss.it",,Palgrave Macmillan Ltd.,0960085X,,,,English,Eur. J. Inf. Syst.,Review,Final,,Scopus,2-s2.0-29144506301
"Granadino B., Plaza L.M., Vidal C.",56037453000;7003969302;36869483800;,Analysis of spanish scientific output following the joint action program (acciones integradas) of the ministry of science and technology (MCYT),2005,Research Evaluation,14,2,,97,102,,6,10.3152/147154405781776166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28844476060&doi=10.3152%2f147154405781776166&partnerID=40&md5=c0336452aa5a03553f48278b948f41dc,"Centre for Scientific Information and Documentation (CIN-DOC), Spanish Research Council (CSIC), Joaquín Costa 22, 28002 Madrid, Spain","Granadino, B., Centre for Scientific Information and Documentation (CIN-DOC), Spanish Research Council (CSIC), Joaquín Costa 22, 28002 Madrid, Spain; Plaza, L.M., Centre for Scientific Information and Documentation (CIN-DOC), Spanish Research Council (CSIC), Joaquín Costa 22, 28002 Madrid, Spain; Vidal, C., Centre for Scientific Information and Documentation (CIN-DOC), Spanish Research Council (CSIC), Joaquín Costa 22, 28002 Madrid, Spain","The Joint Action Program is one of the instruments of the Spanish National R&D System, to promote the mobility of scientists as well as cooperation with foreign research centers of prestige. This work aims to evaluate this Joint Action Program, by means of the scientific output resulting from the joint research projects supported during the period 1996 to 1999. The main indicator is the co-authored articles published in international journals. This evaluation takes also into account the consolidation of previous scientific relationships among Spanish and foreign partners, the establishing of new collaborations and the participation of PhD students in the Actions financed. Results from this study allow us to conclude that the Joint Action Program of the Spanish MCYT efficiently promotes the exchange of scientific and technical knowledge and the mobility of researchers. © Beech Tree Publishing 2005.",,,"Ministerio de Ciencia y Tecnología, MICYT",Indicators from this study have offered a strategic way to evaluate the Joint Action Program supported by the Ministry of Science and Technology. This program is a useful tool for improving international co-operation and training among Spanish and foreign scientists. Output indicators obtained in this study allow us to identify both the most productive fields and the most active research groups. Main results show that applications in experimental disci-,The authors are grateful to the Ministry of Science and Technology for their collaboration in providing the data necessary for this study. This research was developed as part of the research project SEC 2002-12312E supported by the National Plan of Science and Technological Development of Spain.,,,,,,,,,"Granadino, B.; Centre for Scientific Information and Documentation (CIN-DOC), Joaquín Costa 22, 28002 Madrid, Spain",,Beech Tree Publishing,9582029,,,,English,Res. Eval.,Conference Paper,Final,,Scopus,2-s2.0-28844476060
